user_id,signup_date,channel,country,device,age_band,ab_group
904,2026-07-19,paid_social,PT,ios,18-24,not_in_test
905,2026-02-15,organic,PL,ios,25-34,not_in_test
906,2026-05-17,organic,UK,android,25-34,not_in_test
907,2026-01-28,referral,UK,ios,18-24,not_in_test
908,2025-11-03,organic,UK,ios,25-34,not_in_test
909,2026-01-14,app_store,PL,android,25-34,not_in_test
910,2025-10-04,app_store,UK,ios,18-24,not_in_test
911,2026-06-08,referral,PL,ios,25-34,not_in_test
912,2025-11-06,paid_social,PL,android,25-34,not_in_test
913,2026-01-16,referral,PT,ios,18-24,not_in_test
914,2026-08-23,referral,UK,ios,18-24,not_in_test
915,2026-04-04,app_store,ES,android,25-34,control
916,2026-02-14,app_store,ES,ios,25-34,not_in_test
917,2026-03-17,paid_social,UK,ios,35-44,control
918,2026-06-13,paid_social,UK,android,25-34,not_in_test
919,2025-12-02,app_store,ES,android,25-34,not_in_test
920,2026-04-20,organic,ES,ios,25-34,treatment
921,2026-07-15,paid_social,UK,android,25-34,not_in_test
922,2026-03-28,referral,UK,ios,18-24,control
923,2026-02-10,referral,ES,android,18-24,not_in_test
924,2025-10-23,paid_social,PT,android,25-34,not_in_test
925,2025-11-30,organic,PT,android,25-34,not_in_test
926,2026-08-11,organic,UK,ios,18-24,not_in_test
927,2026-03-17,paid_social,ES,ios,25-34,control
928,2025-12-19,app_store,PL,ios,45+,not_in_test
929,2026-01-31,app_store,PL,android,18-24,not_in_test
930,2026-03-30,paid_social,PT,android,35-44,control
931,2026-03-15,organic,UK,ios,25-34,control
932,2026-05-13,referral,PL,ios,35-44,not_in_test
933,2025-12-03,referral,PT,ios,18-24,not_in_test
934,2026-04-25,paid_social,PL,ios,45+,treatment
935,2026-02-09,paid_social,ES,android,25-34,not_in_test
936,2026-08-09,organic,PL,android,25-34,not_in_test
937,2025-10-28,referral,UK,android,25-34,not_in_test
938,2025-10-25,paid_social,UK,android,25-34,not_in_test
939,2026-02-16,paid_social,PL,android,25-34,not_in_test
940,2026-03-05,app_store,UK,ios,25-34,treatment
941,2026-05-10,referral,PL,android,25-34,not_in_test
942,2026-01-26,app_store,UK,ios,35-44,not_in_test
943,2026-07-30,paid_social,UK,ios,35-44,not_in_test
944,2026-02-20,paid_social,UK,android,25-34,not_in_test
945,2025-10-18,app_store,PL,ios,45+,not_in_test
946,2025-10-14,app_store,UK,android,35-44,not_in_test
947,2026-08-21,app_store,PL,ios,18-24,not_in_test
948,2025-10-19,app_store,UK,ios,45+,not_in_test
949,2026-08-12,paid_social,ES,ios,35-44,not_in_test
950,2025-12-11,organic,PL,ios,25-34,not_in_test
951,2025-10-05,paid_social,PT,ios,25-34,not_in_test
952,2025-12-20,app_store,ES,ios,25-34,not_in_test
953,2026-04-12,paid_social,ES,ios,25-34,treatment
954,2026-02-03,referral,ES,ios,25-34,not_in_test
955,2026-06-13,app_store,UK,ios,45+,not_in_test
956,2026-04-11,app_store,UK,ios,25-34,control
957,2026-01-24,app_store,PT,android,18-24,not_in_test
958,2026-04-20,paid_social,PL,android,35-44,treatment
959,2026-08-20,paid_social,PL,ios,25-34,not_in_test
960,2026-01-28,app_store,PT,android,25-34,not_in_test
961,2025-10-26,organic,UK,android,18-24,not_in_test
962,2026-01-27,organic,UK,ios,25-34,not_in_test
963,2026-07-03,app_store,PL,android,35-44,not_in_test
964,2025-11-19,referral,PL,android,18-24,not_in_test
965,2026-08-12,paid_social,ES,ios,25-34,not_in_test
966,2026-04-03,organic,PT,ios,18-24,control
967,2026-04-07,paid_social,UK,android,25-34,control
968,2025-12-25,app_store,UK,ios,25-34,not_in_test
969,2026-08-02,paid_social,UK,ios,35-44,not_in_test
970,2025-09-14,paid_social,UK,ios,25-34,not_in_test
971,2025-12-18,paid_social,PT,ios,45+,not_in_test
972,2026-01-31,app_store,PT,ios,45+,not_in_test
973,2026-02-21,app_store,ES,ios,35-44,not_in_test
974,2026-02-20,paid_social,PL,android,25-34,not_in_test
975,2025-10-24,paid_social,UK,ios,18-24,not_in_test
976,2025-11-22,organic,PL,android,25-34,not_in_test
977,2025-10-05,paid_social,UK,android,35-44,not_in_test
978,2026-03-28,organic,UK,ios,25-34,control
979,2026-01-06,paid_social,PL,android,45+,not_in_test
980,2026-03-25,paid_social,PL,android,18-24,treatment
981,2026-04-03,organic,UK,ios,35-44,control
982,2026-05-14,organic,PT,ios,45+,not_in_test
983,2026-03-19,organic,PL,ios,25-34,control
984,2026-04-24,organic,UK,android,35-44,control
985,2026-04-02,referral,PT,ios,18-24,control
986,2026-04-26,organic,UK,android,25-34,treatment
987,2026-04-13,organic,PL,android,18-24,control
988,2025-12-25,app_store,PL,android,25-34,not_in_test
989,2025-11-29,organic,PL,android,18-24,not_in_test
990,2026-06-14,app_store,PT,ios,18-24,not_in_test
991,2026-01-03,paid_social,UK,ios,18-24,not_in_test
992,2026-03-19,referral,UK,ios,35-44,treatment
993,2025-11-11,paid_social,PL,ios,25-34,not_in_test
994,2026-02-05,organic,UK,android,25-34,not_in_test
995,2026-03-12,app_store,UK,android,25-34,control
996,2026-04-16,app_store,PL,android,25-34,treatment
997,2026-03-11,organic,UK,ios,45+,control
998,2026-01-10,referral,PL,ios,35-44,not_in_test
999,2026-08-17,paid_social,PL,ios,25-34,not_in_test
1000,2026-03-06,app_store,PT,ios,18-24,control
1001,2026-06-22,app_store,ES,android,18-24,not_in_test
1002,2026-05-27,organic,PT,android,35-44,not_in_test
1003,2026-03-23,app_store,ES,android,35-44,treatment
1004,2026-07-20,app_store,PL,android,25-34,not_in_test
1005,2025-10-17,referral,PT,ios,45+,not_in_test
1006,2026-08-02,organic,PT,ios,35-44,not_in_test
1007,2026-07-07,app_store,ES,android,45+,not_in_test
1008,2026-03-03,paid_social,PT,ios,35-44,treatment
1009,2026-05-25,organic,ES,ios,45+,not_in_test
1010,2026-03-09,app_store,PL,ios,25-34,treatment
1011,2025-12-07,paid_social,ES,android,25-34,not_in_test
1012,2026-06-19,app_store,PL,android,18-24,not_in_test
1013,2025-11-29,referral,UK,ios,45+,not_in_test
1014,2025-12-24,organic,UK,android,25-34,not_in_test
1015,2026-03-09,app_store,PL,ios,18-24,control
1016,2026-07-02,paid_social,UK,ios,35-44,not_in_test
1017,2026-01-18,paid_social,UK,ios,25-34,not_in_test
1018,2026-02-27,paid_social,UK,ios,25-34,not_in_test
1019,2025-09-16,organic,PL,android,45+,not_in_test
1020,2025-10-13,referral,UK,ios,25-34,not_in_test
1021,2025-09-21,paid_social,PL,ios,18-24,not_in_test
1022,2025-09-27,app_store,PT,android,18-24,not_in_test
1023,2026-07-14,app_store,PT,ios,25-34,not_in_test
1024,2026-07-04,referral,PT,android,18-24,not_in_test
1025,2026-06-27,organic,UK,ios,18-24,not_in_test
1026,2025-09-21,referral,ES,ios,25-34,not_in_test
1027,2025-09-29,organic,ES,ios,18-24,not_in_test
1028,2025-12-12,app_store,UK,android,35-44,not_in_test
1029,2026-03-25,paid_social,UK,ios,25-34,treatment
1030,2025-12-31,app_store,PL,ios,25-34,not_in_test
1031,2026-02-25,paid_social,ES,ios,35-44,not_in_test
1032,2025-11-02,organic,ES,android,25-34,not_in_test
1033,2026-05-25,app_store,ES,android,25-34,not_in_test
1034,2025-12-24,paid_social,ES,android,18-24,not_in_test
1035,2025-09-25,app_store,PT,android,45+,not_in_test
1036,2026-05-29,app_store,UK,ios,18-24,not_in_test
1037,2026-07-26,paid_social,UK,ios,25-34,not_in_test
1038,2025-09-06,paid_social,UK,ios,25-34,not_in_test
1039,2026-02-06,paid_social,UK,ios,25-34,not_in_test
1040,2026-06-29,app_store,UK,ios,35-44,not_in_test
1041,2026-05-16,app_store,PL,android,18-24,not_in_test
1042,2026-07-09,organic,PT,ios,18-24,not_in_test
1043,2026-01-30,referral,UK,android,25-34,not_in_test
1044,2026-01-14,organic,ES,ios,18-24,not_in_test
1045,2026-05-17,paid_social,ES,android,35-44,not_in_test
1046,2025-10-26,app_store,UK,ios,25-34,not_in_test
1047,2025-11-27,app_store,UK,android,18-24,not_in_test
1048,2026-04-07,paid_social,PL,android,18-24,treatment
1049,2026-05-02,paid_social,ES,ios,25-34,not_in_test
1050,2025-10-14,organic,PT,ios,45+,not_in_test
1051,2026-03-05,organic,UK,android,25-34,control
1052,2026-01-11,paid_social,PT,android,18-24,not_in_test
1053,2026-03-02,app_store,ES,android,25-34,treatment
1054,2026-08-15,paid_social,UK,ios,25-34,not_in_test
1055,2025-09-28,organic,PT,android,35-44,not_in_test
1056,2026-08-29,referral,PL,android,25-34,not_in_test
1057,2026-02-11,organic,UK,ios,25-34,not_in_test
1058,2026-06-09,organic,ES,android,25-34,not_in_test
1059,2026-02-02,app_store,UK,ios,35-44,not_in_test
1060,2025-12-23,organic,ES,ios,25-34,not_in_test
1061,2026-06-08,paid_social,PT,ios,25-34,not_in_test
1062,2026-05-09,paid_social,UK,android,18-24,not_in_test
1063,2025-10-23,organic,PT,ios,18-24,not_in_test
1064,2026-05-15,organic,UK,ios,18-24,not_in_test
1065,2026-06-02,organic,UK,android,35-44,not_in_test
1066,2026-01-20,organic,UK,ios,45+,not_in_test
1067,2026-08-03,app_store,ES,ios,35-44,not_in_test
1068,2026-04-22,paid_social,ES,android,25-34,control
1069,2025-12-31,paid_social,UK,android,25-34,not_in_test
1070,2025-09-04,paid_social,PL,ios,18-24,not_in_test
1071,2026-05-04,app_store,ES,ios,18-24,not_in_test
1072,2025-11-16,organic,PT,ios,18-24,not_in_test
1073,2026-06-03,app_store,UK,android,25-34,not_in_test
1074,2026-03-11,organic,UK,ios,25-34,treatment
1075,2026-02-17,app_store,PL,ios,18-24,not_in_test
1076,2025-10-30,organic,UK,android,25-34,not_in_test
1077,2026-05-17,organic,PL,android,45+,not_in_test
1078,2025-10-31,paid_social,PT,android,25-34,not_in_test
1079,2026-01-31,organic,PT,android,25-34,not_in_test
1080,2026-07-02,referral,UK,android,25-34,not_in_test
1081,2026-08-02,referral,PT,ios,18-24,not_in_test
1082,2026-08-27,referral,PL,ios,18-24,not_in_test
1083,2026-08-15,organic,PT,ios,25-34,not_in_test
1084,2026-03-22,referral,UK,ios,25-34,control
1085,2025-11-12,organic,PL,android,45+,not_in_test
1086,2026-07-03,app_store,UK,android,25-34,not_in_test
1087,2026-06-19,referral,UK,ios,25-34,not_in_test
1088,2026-08-27,paid_social,PT,ios,25-34,not_in_test
1089,2026-04-25,app_store,PL,android,18-24,control
1090,2025-10-22,paid_social,UK,ios,25-34,not_in_test
1091,2026-03-03,paid_social,PL,android,35-44,treatment
1092,2026-02-11,organic,PT,android,35-44,not_in_test
1093,2026-07-04,referral,PT,android,18-24,not_in_test
1094,2026-01-21,paid_social,PT,ios,35-44,not_in_test
1095,2025-12-29,organic,ES,android,25-34,not_in_test
1096,2025-09-30,app_store,PT,android,18-24,not_in_test
1097,2026-07-02,organic,UK,android,45+,not_in_test
1098,2026-06-02,referral,ES,ios,35-44,not_in_test
1099,2025-09-16,organic,UK,android,25-34,not_in_test
1100,2026-02-05,paid_social,PT,android,25-34,not_in_test
1101,2026-02-22,app_store,ES,ios,25-34,not_in_test
1102,2026-02-18,organic,UK,ios,45+,not_in_test
1103,2026-08-01,referral,UK,ios,18-24,not_in_test
1104,2025-10-25,paid_social,UK,android,18-24,not_in_test
1105,2025-12-21,app_store,ES,ios,25-34,not_in_test
1106,2025-11-05,organic,PL,ios,18-24,not_in_test
1107,2025-11-28,referral,PT,ios,35-44,not_in_test
1108,2026-07-28,paid_social,UK,ios,18-24,not_in_test
1109,2026-08-09,paid_social,UK,android,35-44,not_in_test
1110,2025-09-17,paid_social,UK,ios,18-24,not_in_test
1111,2026-04-19,paid_social,ES,ios,35-44,control
1112,2025-11-24,paid_social,UK,ios,18-24,not_in_test
1113,2025-11-10,organic,ES,ios,18-24,not_in_test
1114,2025-12-16,paid_social,PT,android,18-24,not_in_test
1115,2025-11-10,referral,ES,android,25-34,not_in_test
1116,2026-02-26,paid_social,PL,ios,18-24,not_in_test
1117,2026-08-29,organic,PL,ios,25-34,not_in_test
1118,2026-04-02,paid_social,UK,ios,35-44,treatment
1119,2026-05-22,paid_social,PL,ios,25-34,not_in_test
1120,2026-02-27,referral,PL,ios,18-24,not_in_test
1121,2025-09-06,app_store,UK,android,25-34,not_in_test
1122,2025-10-01,paid_social,ES,ios,18-24,not_in_test
1123,2025-12-07,referral,UK,ios,35-44,not_in_test
1124,2025-11-28,organic,UK,android,25-34,not_in_test
1125,2026-07-03,app_store,PL,android,45+,not_in_test
1126,2026-07-05,organic,PL,ios,18-24,not_in_test
1127,2026-07-08,paid_social,UK,android,25-34,not_in_test
1128,2026-04-21,organic,ES,android,35-44,control
1129,2026-03-22,organic,UK,android,25-34,control
1130,2026-04-25,referral,PL,ios,18-24,control
1131,2026-01-27,organic,UK,ios,18-24,not_in_test
1132,2026-05-02,organic,UK,android,25-34,not_in_test
1133,2026-06-17,organic,PL,android,25-34,not_in_test
1134,2026-06-05,app_store,ES,android,18-24,not_in_test
1135,2026-04-12,referral,PL,ios,35-44,control
1136,2025-09-22,app_store,UK,android,18-24,not_in_test
1137,2026-05-22,app_store,UK,ios,45+,not_in_test
1138,2026-01-12,app_store,ES,ios,35-44,not_in_test
1139,2026-05-29,paid_social,UK,ios,25-34,not_in_test
1140,2026-03-16,organic,PL,android,25-34,control
1141,2026-07-18,organic,UK,ios,18-24,not_in_test
1142,2026-01-02,organic,UK,android,25-34,not_in_test
1143,2026-08-06,referral,UK,ios,35-44,not_in_test
1144,2026-07-05,organic,UK,ios,45+,not_in_test
1145,2025-12-30,organic,PL,android,18-24,not_in_test
1146,2026-02-23,referral,UK,ios,35-44,not_in_test
1147,2026-03-13,organic,ES,ios,25-34,control
1148,2026-06-07,organic,UK,android,25-34,not_in_test
1149,2026-05-09,organic,PL,android,35-44,not_in_test
1150,2026-07-08,referral,PL,android,18-24,not_in_test
1151,2026-01-13,organic,UK,ios,18-24,not_in_test
1152,2026-03-03,organic,UK,android,25-34,treatment
1153,2026-02-04,organic,UK,android,25-34,not_in_test
1154,2026-07-29,referral,UK,ios,25-34,not_in_test
1155,2025-12-21,organic,UK,ios,25-34,not_in_test
1156,2026-04-02,organic,UK,ios,45+,control
1157,2025-10-14,app_store,UK,ios,18-24,not_in_test
1158,2026-07-07,app_store,PL,ios,45+,not_in_test
1159,2026-01-18,organic,PL,ios,18-24,not_in_test
1160,2026-01-02,organic,UK,android,45+,not_in_test
1161,2026-04-01,organic,PL,android,35-44,control
1162,2026-03-01,referral,UK,ios,35-44,treatment
1163,2026-07-06,organic,ES,android,35-44,not_in_test
1164,2026-03-13,app_store,UK,android,18-24,treatment
1165,2026-03-08,app_store,UK,android,25-34,control
1166,2025-10-09,paid_social,ES,android,25-34,not_in_test
1167,2025-09-08,organic,UK,ios,25-34,not_in_test
1168,2026-01-24,app_store,UK,android,25-34,not_in_test
1169,2026-08-30,referral,ES,ios,25-34,not_in_test
1170,2026-07-31,referral,PL,android,35-44,not_in_test
1171,2026-04-17,organic,PL,android,25-34,control
1172,2026-04-18,referral,UK,android,18-24,treatment
1173,2026-01-21,app_store,UK,ios,25-34,not_in_test
1174,2025-11-04,app_store,UK,ios,35-44,not_in_test
1175,2025-09-04,paid_social,PT,ios,35-44,not_in_test
1176,2026-01-02,paid_social,UK,ios,25-34,not_in_test
1177,2025-12-25,paid_social,PL,ios,18-24,not_in_test
1178,2025-11-09,referral,ES,ios,35-44,not_in_test
1179,2025-12-04,app_store,ES,android,18-24,not_in_test
1180,2025-09-10,paid_social,UK,android,45+,not_in_test
1181,2026-04-10,organic,PL,ios,25-34,control
1182,2026-08-04,organic,PT,android,25-34,not_in_test
1183,2026-05-10,paid_social,PT,android,18-24,not_in_test
1184,2026-02-11,app_store,ES,android,18-24,not_in_test
1185,2026-01-31,organic,PT,android,18-24,not_in_test
1186,2025-12-21,paid_social,PT,android,25-34,not_in_test
1187,2025-10-22,app_store,UK,ios,25-34,not_in_test
1188,2026-04-06,paid_social,PL,android,25-34,control
1189,2026-03-26,organic,PL,android,35-44,treatment
1190,2025-09-03,paid_social,PT,ios,18-24,not_in_test
1191,2026-01-30,paid_social,PL,ios,45+,not_in_test
1192,2025-12-11,organic,PL,android,25-34,not_in_test
1193,2025-11-01,referral,PL,android,25-34,not_in_test
1194,2026-05-14,paid_social,ES,android,25-34,not_in_test
1195,2026-03-11,paid_social,UK,ios,25-34,control
1196,2026-04-19,paid_social,PT,ios,35-44,treatment
1197,2026-05-18,organic,PL,ios,18-24,not_in_test
1198,2026-08-24,organic,PL,android,25-34,not_in_test
1199,2026-06-20,organic,PL,ios,35-44,not_in_test
1200,2026-04-14,organic,PL,ios,45+,treatment
1201,2026-07-17,referral,PT,android,18-24,not_in_test
1202,2026-02-21,organic,UK,android,25-34,not_in_test
1203,2026-08-25,referral,ES,android,25-34,not_in_test
1204,2026-06-05,organic,PT,ios,25-34,not_in_test
1205,2026-04-25,organic,UK,ios,25-34,control
1206,2026-07-26,organic,UK,ios,25-34,not_in_test
1207,2026-03-07,paid_social,UK,android,25-34,control
1208,2026-05-21,paid_social,UK,ios,18-24,not_in_test
1209,2025-12-13,app_store,UK,android,35-44,not_in_test
1210,2026-08-17,organic,UK,ios,35-44,not_in_test
1211,2026-04-15,paid_social,ES,ios,18-24,treatment
1212,2026-06-12,referral,PT,ios,18-24,not_in_test
1213,2026-02-15,organic,ES,android,25-34,not_in_test
1214,2026-07-13,organic,PL,android,25-34,not_in_test
1215,2025-09-28,organic,PL,ios,25-34,not_in_test
1216,2025-10-12,organic,ES,ios,18-24,not_in_test
1217,2026-03-04,app_store,UK,ios,25-34,control
1218,2026-05-25,paid_social,PT,ios,18-24,not_in_test
1219,2026-06-22,paid_social,ES,android,18-24,not_in_test
1220,2026-02-08,referral,ES,ios,18-24,not_in_test
1221,2026-04-25,paid_social,PL,ios,35-44,control
1222,2026-03-21,paid_social,ES,android,35-44,control
1223,2026-08-16,organic,PL,android,18-24,not_in_test
1224,2026-04-27,paid_social,UK,ios,18-24,control
1225,2026-01-30,organic,UK,ios,18-24,not_in_test
1226,2026-08-20,organic,PL,ios,25-34,not_in_test
1227,2025-10-10,organic,UK,android,18-24,not_in_test
1228,2026-08-25,referral,UK,android,35-44,not_in_test
1229,2025-10-27,referral,UK,ios,25-34,not_in_test
1230,2025-12-14,referral,ES,ios,35-44,not_in_test
1231,2026-06-27,organic,ES,ios,18-24,not_in_test
1232,2026-05-26,app_store,ES,ios,25-34,not_in_test
1233,2026-08-20,organic,PL,android,25-34,not_in_test
1234,2026-05-31,app_store,ES,ios,25-34,not_in_test
1235,2026-04-20,referral,PL,android,18-24,treatment
1236,2026-01-05,paid_social,PL,ios,18-24,not_in_test
1237,2025-09-02,paid_social,PL,android,18-24,not_in_test
1238,2025-10-16,referral,UK,android,25-34,not_in_test
1239,2025-12-18,referral,PL,ios,35-44,not_in_test
1240,2025-09-15,organic,PL,android,45+,not_in_test
1241,2026-03-04,referral,ES,android,25-34,control
1242,2026-06-10,organic,UK,android,35-44,not_in_test
1243,2026-08-17,paid_social,UK,android,25-34,not_in_test
1244,2026-02-26,paid_social,UK,android,35-44,not_in_test
1245,2026-07-16,app_store,UK,ios,18-24,not_in_test
1246,2026-08-25,paid_social,ES,android,25-34,not_in_test
1247,2026-07-10,organic,PL,android,25-34,not_in_test
1248,2026-02-17,paid_social,UK,android,25-34,not_in_test
1249,2025-12-28,organic,PL,android,25-34,not_in_test
1250,2026-08-22,paid_social,PL,android,35-44,not_in_test
1251,2025-11-28,paid_social,UK,ios,18-24,not_in_test
1252,2026-01-28,referral,UK,android,35-44,not_in_test
1253,2025-09-27,organic,UK,android,25-34,not_in_test
1254,2026-06-16,organic,PL,ios,18-24,not_in_test
1255,2026-04-25,paid_social,ES,ios,25-34,control
1256,2025-10-01,organic,UK,ios,18-24,not_in_test
1257,2025-11-20,organic,PL,android,25-34,not_in_test
1258,2026-03-22,paid_social,PT,android,18-24,treatment
1259,2026-03-16,paid_social,UK,android,35-44,control
1260,2026-06-19,organic,PL,ios,45+,not_in_test
1261,2025-12-06,paid_social,UK,android,25-34,not_in_test
1262,2026-08-03,app_store,UK,ios,25-34,not_in_test
1263,2026-02-09,paid_social,PL,android,25-34,not_in_test
1264,2026-06-27,organic,UK,android,18-24,not_in_test
1265,2025-11-26,organic,PL,android,25-34,not_in_test
1266,2025-09-14,organic,PT,ios,25-34,not_in_test
1267,2025-09-21,paid_social,UK,android,25-34,not_in_test
1268,2026-01-14,referral,ES,android,25-34,not_in_test
1269,2026-08-13,organic,UK,android,25-34,not_in_test
1270,2025-09-18,organic,PL,ios,45+,not_in_test
1271,2026-01-13,organic,PL,ios,35-44,not_in_test
1272,2025-10-10,organic,PL,ios,35-44,not_in_test
1273,2026-08-06,app_store,ES,ios,45+,not_in_test
1274,2026-05-04,organic,UK,android,25-34,not_in_test
1275,2026-06-05,organic,UK,ios,45+,not_in_test
1276,2026-05-18,paid_social,PL,android,25-34,not_in_test
1277,2026-04-28,organic,PL,android,18-24,treatment
1278,2026-06-09,organic,PT,ios,35-44,not_in_test
1279,2025-09-03,paid_social,PT,ios,35-44,not_in_test
1280,2026-07-13,organic,UK,android,25-34,not_in_test
1281,2026-05-28,organic,PT,ios,25-34,not_in_test
1282,2026-05-28,paid_social,PT,ios,35-44,not_in_test
1283,2026-01-22,paid_social,PL,android,18-24,not_in_test
1284,2026-06-19,organic,UK,ios,35-44,not_in_test
1285,2026-01-17,app_store,ES,android,25-34,not_in_test
1286,2025-09-18,organic,PT,android,45+,not_in_test
1287,2026-07-28,app_store,UK,ios,18-24,not_in_test
1288,2025-11-25,app_store,UK,ios,25-34,not_in_test
1289,2025-10-08,paid_social,PT,ios,35-44,not_in_test
1290,2026-04-15,organic,ES,android,18-24,treatment
1291,2025-11-25,app_store,PL,ios,35-44,not_in_test
1292,2026-07-10,paid_social,ES,ios,25-34,not_in_test
1293,2026-02-09,organic,UK,android,18-24,not_in_test
1294,2025-09-02,paid_social,UK,ios,25-34,not_in_test
1295,2026-08-13,paid_social,PT,android,18-24,not_in_test
1296,2026-03-07,app_store,UK,android,45+,treatment
1297,2025-12-05,referral,UK,ios,25-34,not_in_test
1298,2026-05-05,app_store,PT,android,35-44,not_in_test
1299,2026-03-13,referral,UK,ios,25-34,treatment
1300,2025-09-11,paid_social,UK,ios,45+,not_in_test
1301,2026-06-04,paid_social,UK,ios,25-34,not_in_test
1302,2026-01-25,app_store,UK,android,25-34,not_in_test
1303,2026-05-13,app_store,UK,android,18-24,not_in_test
1304,2026-07-24,app_store,UK,android,18-24,not_in_test
1305,2026-04-11,referral,ES,ios,45+,control
1306,2026-05-03,paid_social,PL,android,45+,not_in_test
1307,2025-12-02,organic,PT,ios,18-24,not_in_test
1308,2025-11-26,app_store,UK,android,18-24,not_in_test
1309,2026-01-30,organic,UK,ios,18-24,not_in_test
1310,2026-07-08,organic,ES,ios,25-34,not_in_test
1311,2026-03-10,paid_social,PL,ios,25-34,control
1312,2026-01-05,paid_social,ES,ios,45+,not_in_test
1313,2026-06-11,paid_social,UK,ios,25-34,not_in_test
1314,2026-07-08,organic,PL,ios,25-34,not_in_test
1315,2026-07-26,organic,PL,android,35-44,not_in_test
1316,2025-12-18,organic,UK,android,18-24,not_in_test
1317,2026-05-17,organic,ES,android,35-44,not_in_test
1318,2026-04-03,organic,UK,ios,25-34,treatment
1319,2026-02-11,referral,PL,ios,45+,not_in_test
1320,2026-01-23,organic,UK,ios,45+,not_in_test
1321,2025-10-12,paid_social,PL,android,25-34,not_in_test
1322,2025-12-10,organic,PT,android,35-44,not_in_test
1323,2026-03-20,paid_social,PL,ios,45+,treatment
1324,2026-07-20,app_store,ES,android,35-44,not_in_test
1325,2026-07-13,organic,UK,ios,25-34,not_in_test
1326,2025-11-08,organic,ES,android,18-24,not_in_test
1327,2026-05-06,referral,PT,android,25-34,not_in_test
1328,2025-10-01,organic,ES,android,35-44,not_in_test
1329,2026-05-04,app_store,PT,android,18-24,not_in_test
1330,2026-01-03,app_store,PL,ios,35-44,not_in_test
1331,2026-02-11,paid_social,PL,ios,25-34,not_in_test
1332,2026-05-20,app_store,ES,ios,35-44,not_in_test
1333,2026-02-02,paid_social,ES,android,25-34,not_in_test
1334,2026-06-21,paid_social,PL,android,25-34,not_in_test
1335,2026-03-14,organic,PT,ios,45+,treatment
1336,2026-08-30,organic,PL,ios,25-34,not_in_test
1337,2026-04-21,organic,UK,ios,25-34,control
1338,2025-12-17,paid_social,UK,ios,45+,not_in_test
1339,2026-06-10,paid_social,PT,ios,25-34,not_in_test
1340,2026-01-27,organic,PT,android,18-24,not_in_test
1341,2026-03-14,paid_social,PT,ios,18-24,control
1342,2025-10-20,organic,PL,android,25-34,not_in_test
1343,2025-10-14,organic,UK,ios,35-44,not_in_test
1344,2026-03-29,organic,UK,ios,25-34,treatment
1345,2025-11-07,referral,UK,android,25-34,not_in_test
1346,2026-08-30,paid_social,UK,ios,25-34,not_in_test
1347,2026-07-09,referral,PL,android,18-24,not_in_test
1348,2026-05-14,organic,PT,android,25-34,not_in_test
1349,2026-05-26,paid_social,ES,ios,35-44,not_in_test
1350,2026-04-05,app_store,UK,android,18-24,treatment
1351,2025-09-22,organic,ES,ios,25-34,not_in_test
1352,2026-01-21,paid_social,PL,ios,25-34,not_in_test
1353,2026-02-28,organic,UK,android,35-44,not_in_test
1354,2026-07-31,organic,PT,ios,35-44,not_in_test
1355,2025-11-19,paid_social,ES,android,35-44,not_in_test
1356,2026-02-28,organic,UK,ios,35-44,not_in_test
1357,2026-01-04,paid_social,PL,android,25-34,not_in_test
1358,2025-10-19,app_store,UK,ios,18-24,not_in_test
1359,2025-10-08,organic,UK,ios,35-44,not_in_test
1360,2026-01-11,organic,UK,android,35-44,not_in_test
1361,2025-10-01,app_store,UK,android,18-24,not_in_test
1362,2025-09-25,paid_social,PT,android,35-44,not_in_test
1363,2026-01-06,app_store,UK,ios,35-44,not_in_test
1364,2025-11-13,organic,PT,android,25-34,not_in_test
1365,2026-03-21,paid_social,ES,ios,35-44,control
1366,2025-09-07,app_store,ES,ios,45+,not_in_test
1367,2025-12-19,organic,UK,ios,18-24,not_in_test
1368,2026-02-12,app_store,UK,ios,18-24,not_in_test
1369,2026-08-17,paid_social,PL,ios,18-24,not_in_test
1370,2026-04-19,app_store,UK,android,45+,treatment
1371,2026-07-18,organic,UK,ios,18-24,not_in_test
1372,2026-01-03,paid_social,PL,ios,25-34,not_in_test
1373,2026-02-11,organic,PL,android,18-24,not_in_test
1374,2026-02-01,app_store,UK,ios,25-34,not_in_test
1375,2026-07-21,organic,UK,ios,25-34,not_in_test
1376,2026-08-16,organic,ES,ios,18-24,not_in_test
1377,2026-08-17,app_store,ES,ios,25-34,not_in_test
1378,2026-06-01,organic,PL,android,25-34,not_in_test
1379,2026-03-03,paid_social,PL,ios,25-34,control
1380,2026-03-16,organic,PT,ios,45+,treatment
1381,2026-08-23,paid_social,UK,ios,25-34,not_in_test
1382,2025-12-13,organic,ES,ios,45+,not_in_test
1383,2026-01-05,paid_social,UK,ios,35-44,not_in_test
1384,2026-07-24,paid_social,PT,ios,18-24,not_in_test
1385,2026-01-19,organic,UK,ios,25-34,not_in_test
1386,2025-11-25,organic,PT,android,25-34,not_in_test
1387,2026-03-24,organic,PT,ios,35-44,control
1388,2025-12-28,referral,PT,ios,18-24,not_in_test
1389,2026-07-22,organic,PL,android,18-24,not_in_test
1390,2026-07-28,organic,PL,ios,35-44,not_in_test
1391,2025-12-21,organic,PL,ios,35-44,not_in_test
1392,2026-03-12,paid_social,PT,android,35-44,treatment
1393,2026-08-25,referral,PL,ios,25-34,not_in_test
1394,2026-05-29,paid_social,PL,android,35-44,not_in_test
